,city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,reanalysis_air_temp_c,reanalysis_avg_temp_c,reanalysis_dew_point_temp_c,reanalysis_max_air_temp_c,reanalysis_min_air_temp_c,reanalysis_tdtr_c,bucket_ne,bucket_nw,bucket_sw,bucket_se,station_avg_temp_1_c,station_avg_temp_2_c,station_avg_temp_3_c,station_avg_temp_4_c,station_precip_1_mm,station_precip_2_mm,station_precip_3_mm,station_precip_4_mm,reanalysis_sat_precip_amt_1_mm,reanalysis_sat_precip_amt_2_mm,reanalysis_sat_precip_amt_3_mm,reanalysis_sat_precip_amt_4_mm,d_station_avg_temp_1_c,d_station_avg_temp_2_c,d_station_avg_temp_3_c,d_station_avg_temp_4_c,d_station_precip_1_mm,d_station_precip_2_mm,d_station_precip_3_mm,d_station_precip_4_mm,d_reanalysis_sat_precip_amt_1_mm,d_reanalysis_sat_precip_amt_2_mm,d_reanalysis_sat_precip_amt_3_mm,d_reanalysis_sat_precip_amt_4_mm
108,sj,2010,25,2010-06-25,0.072175,0.05403333,0.1621,0.1322429,78.6,83.00143,64.77,18.612858,27.457144,4.928571,31.7,23.3,100.1,27.118586,27.128565,23.950006,29.550013,25.149988,-270.9357,1.0,1.0,2.0,2.0,28.7,28.971428,28.428572,28.214285,27.4,17.7,56.2,61.5,18.94,62.16,125.84,31.56,1.242857,1.5142841,0.9714279,0.7571411,-72.7,-82.4,-43.9,-38.6,-45.829994,-2.6099968,61.07,-33.21
109,sj,2010,26,2010-07-02,0.1837833,0.1425,0.2251286,0.1502143,34.11,92.58143,82.29,17.654285,27.44,10.76,33.8,21.5,11.2,24.49856,26.064295,22.968561,34.749992,20.550013,-263.72144,2.0,2.0,2.0,2.0,27.44,27.457144,28.7,28.971428,11.2,100.1,27.4,17.7,82.29,64.77,18.94,62.16,0.0,0.01714325,1.2600002,1.5314274,0.0,88.9,16.2,6.5,0.0,-17.520004,-63.35,-20.130001
110,iq,2010,26,2010-07-02,0.1837833,0.1425,0.2251286,0.1502143,34.11,92.58143,82.29,17.654285,27.44,10.76,33.8,21.5,11.2,24.49856,26.064295,22.968561,34.749992,20.550013,-263.72144,2.0,2.0,2.0,2.0,27.44,27.457144,28.7,28.971428,11.2,100.1,27.4,17.7,82.29,64.77,18.94,62.16,0.0,0.01714325,1.2600002,1.5314274,0.0,88.9,16.2,6.5,0.0,-17.520004,-63.35,-20.130001
111,sj,2010,27,2010-07-09,0.2916571,0.2722667,0.3307,0.3209143,9.1,83.88571,25.3,16.32,27.025,9.625,33.0,21.2,8.9,25.074274,26.314295,21.681421,34.55001,19.050013,-262.99286,2.0,2.0,2.0,2.0,27.025,27.44,27.44,27.457144,8.9,11.2,11.2,100.1,25.3,82.29,82.29,64.77,0.0,0.41500092,0.41500092,0.43214417,0.0,2.3,2.3,91.2,0.0,56.99,56.99,39.469997
112,iq,2010,27,2010-07-09,0.2916571,0.2722667,0.3307,0.3209143,9.1,83.88571,25.3,16.32,27.025,9.625,33.0,21.2,8.9,25.074274,26.314295,21.681421,34.55001,19.050013,-262.99286,2.0,2.0,2.0,2.0,27.025,27.44,27.44,27.457144,8.9,11.2,11.2,100.1,25.3,82.29,82.29,64.77,0.0,0.41500092,0.41500092,0.43214417,0.0,2.3,2.3,91.2,0.0,56.99,56.99,39.469997
113,sj,2010,28,2010-07-16,0.2085429,0.3664571,0.2126286,0.2555143,61.09,92.057144,62.14,18.03,26.95,10.35,33.4,21.6,22.6,24.80572,25.814295,23.267145,33.249992,19.35,-263.59286,2.0,2.0,2.0,2.0,26.95,27.025,27.025,27.44,22.6,8.9,8.9,11.2,62.14,25.3,25.3,82.29,0.0,0.074998856,0.074998856,0.48999977,0.0,-13.7,-13.7,-11.4,0.0,-36.84,-36.84,20.150002
114,iq,2010,28,2010-07-16,0.2085429,0.3664571,0.2126286,0.2555143,61.09,92.057144,62.14,18.03,26.95,10.35,33.4,21.6,22.6,24.80572,25.814295,23.267145,33.249992,19.35,-263.59286,2.0,2.0,2.0,2.0,26.95,27.025,27.025,27.44,22.6,8.9,8.9,11.2,62.14,25.3,25.3,82.29,0.0,0.074998856,0.074998856,0.48999977,0.0,-13.7,-13.7,-11.4,0.0,-36.84,-36.84,20.150002
115,sj,2010,29,2010-07-23,0.08928571,0.06321429,0.1220571,0.08195714,19.6,88.97,47.8,15.394286,26.9,9.7,33.3,14.2,4.8,22.56573,23.492853,20.48858,33.249992,16.149988,-265.32144,1.0,1.0,1.0,2.0,26.9,26.95,26.95,27.025,4.8,22.6,22.6,8.9,47.8,62.14,62.14,25.3,0.0,0.050001144,0.050001144,0.125,0.0,17.8,17.8,4.1,0.0,14.34,14.34,-22.5
116,iq,2010,29,2010-07-23,0.08928571,0.06321429,0.1220571,0.08195714,19.6,88.97,47.8,15.394286,26.9,9.7,33.3,14.2,4.8,22.56573,23.492853,20.48858,33.249992,16.149988,-265.32144,1.0,1.0,1.0,2.0,26.9,26.95,26.95,27.025,4.8,22.6,22.6,8.9,47.8,62.14,62.14,25.3,0.0,0.050001144,0.050001144,0.125,0.0,17.8,17.8,4.1,0.0,14.34,14.34,-22.5
117,sj,2010,30,2010-07-30,0.3061,0.3276833,0.2500857,0.2679143,18.93,78.61,56.3,15.468572,27.05,11.85,33.5,16.9,3.0,25.352869,26.85,20.742853,34.950005,17.35,-261.37857,2.0,2.0,2.0,2.0,27.05,26.9,26.9,26.95,3.0,4.8,4.8,22.6,56.3,47.8,47.8,62.14,0.0,-0.14999962,-0.14999962,-0.099998474,0.0,1.8,1.8,19.6,0.0,-8.5,-8.5,5.84
118,iq,2010,30,2010-07-30,0.3061,0.3276833,0.2500857,0.2679143,18.93,78.61,56.3,15.468572,27.05,11.85,33.5,16.9,3.0,25.352869,26.85,20.742853,34.950005,17.35,-261.37857,2.0,2.0,2.0,2.0,27.05,26.9,26.9,26.95,3.0,4.8,4.8,22.6,56.3,47.8,47.8,62.14,0.0,-0.14999962,-0.14999962,-0.099998474,0.0,1.8,1.8,19.6,0.0,-8.5,-8.5,5.84
119,sj,2010,31,2010-08-06,0.34202,0.3048571,0.3323571,0.3457286,32.92,83.274284,16.95,16.624287,27.7,12.6,34.0,20.0,92.2,25.46142,27.314295,21.915705,36.55001,20.249994,-261.99286,2.0,2.0,2.0,2.0,27.7,27.05,27.05,26.9,92.2,3.0,3.0,4.8,16.95,56.3,56.3,47.8,0.0,-0.6500015,-0.6500015,-0.80000114,0.0,-89.2,-89.2,-87.4,0.0,39.35,39.35,30.849998
120,iq,2010,31,2010-08-06,0.34202,0.3048571,0.3323571,0.3457286,32.92,83.274284,16.95,16.624287,27.7,12.6,34.0,20.0,92.2,25.46142,27.314295,21.915705,36.55001,20.249994,-261.99286,2.0,2.0,2.0,2.0,27.7,27.05,27.05,26.9,92.2,3.0,3.0,4.8,16.95,56.3,56.3,47.8,0.0,-0.6500015,-0.6500015,-0.80000114,0.0,-89.2,-89.2,-87.4,0.0,39.35,39.35,30.849998
121,sj,2010,32,2010-08-13,0.3322167,0.3848167,0.3566,0.3539167,10.5,72.47143,9.88,13.99,26.433332,12.033334,34.2,18.5,0.0,25.155725,26.550013,18.935724,36.149986,19.050013,-261.32144,2.0,2.0,2.0,2.0,26.433332,27.7,27.7,27.05,0.0,92.2,92.2,3.0,9.88,16.95,16.95,56.3,0.0,1.2666683,1.2666683,0.6166668,0.0,92.2,92.2,3.0,0.0,7.0700006,7.0700006,46.42
122,iq,2010,32,2010-08-13,0.3322167,0.3848167,0.3566,0.3539167,10.5,72.47143,9.88,13.99,26.433332,12.033334,34.2,18.5,0.0,25.155725,26.550013,18.935724,36.149986,19.050013,-261.32144,2.0,2.0,2.0,2.0,26.433332,27.7,27.7,27.05,0.0,92.2,92.2,3.0,9.88,16.95,16.95,56.3,0.0,1.2666683,1.2666683,0.6166668,0.0,92.2,92.2,3.0,0.0,7.0700006,7.0700006,46.42
123,sj,2010,33,2010-08-20,0.2218143,0.2241,0.2730857,0.2312429,20.3,81.557144,15.76,16.375713,27.275,11.375,34.0,21.0,20.3,25.574274,27.742853,21.662867,36.05001,20.050013,-260.50714,2.0,2.0,2.0,2.0,27.275,26.433332,26.433332,27.7,20.3,0.0,0.0,92.2,15.76,9.88,9.88,16.95,0.0,-0.8416672,-0.8416672,0.42500114,0.0,-20.3,-20.3,71.9,0.0,-5.88,-5.88,1.1900005
124,iq,2010,33,2010-08-20,0.2218143,0.2241,0.2730857,0.2312429,20.3,81.557144,15.76,16.375713,27.275,11.375,34.0,21.0,20.3,25.574274,27.742853,21.662867,36.05001,20.050013,-260.50714,2.0,2.0,2.0,2.0,27.275,26.433332,26.433332,27.7,20.3,0.0,0.0,92.2,15.76,9.88,9.88,16.95,0.0,-0.8416672,-0.8416672,0.42500114,0.0,-20.3,-20.3,71.9,0.0,-5.88,-5.88,1.1900005
125,sj,2010,34,2010-08-27,0.3190429,0.3158714,0.3267,0.3440571,14.21,68.615715,7.82,14.484285,27.4,13.1,34.7,20.0,13.7,26.764277,28.635706,19.541437,37.950005,19.149988,-258.66428,2.0,2.0,2.0,2.0,27.4,27.275,27.275,26.433332,13.7,20.3,20.3,0.0,7.82,15.76,15.76,9.88,0.0,-0.125,-0.125,-0.9666672,0.0,6.6,6.6,-13.7,0.0,7.94,7.94,2.06
126,iq,2010,34,2010-08-27,0.3190429,0.3158714,0.3267,0.3440571,14.21,68.615715,7.82,14.484285,27.4,13.1,34.7,20.0,13.7,26.764277,28.635706,19.541437,37.950005,19.149988,-258.66428,2.0,2.0,2.0,2.0,27.4,27.275,27.275,26.433332,13.7,20.3,20.3,0.0,7.82,15.76,15.76,9.88,0.0,-0.125,-0.125,-0.9666672,0.0,6.6,6.6,-13.7,0.0,7.94,7.94,2.06
127,sj,2010,35,2010-09-03,0.3420143,0.3019286,0.3147,0.381,41.1,77.20286,59.06,16.801428,28.175,13.2,36.2,21.0,8.5,27.074274,28.385706,22.050013,37.450005,20.950006,-260.47858,2.0,2.0,2.0,2.0,28.175,27.4,27.4,27.275,8.5,13.7,13.7,20.3,59.06,7.82,7.82,15.76,0.0,-0.7749996,-0.7749996,-0.8999996,0.0,5.2,5.2,11.8,0.0,-51.24,-51.24,-43.300003
128,iq,2010,35,2010-09-03,0.3420143,0.3019286,0.3147,0.381,41.1,77.20286,59.06,16.801428,28.175,13.2,36.2,21.0,8.5,27.074274,28.385706,22.050013,37.450005,20.950006,-260.47858,2.0,2.0,2.0,2.0,28.175,27.4,27.4,27.275,8.5,13.7,13.7,20.3,59.06,7.82,7.82,15.76,0.0,-0.7749996,-0.7749996,-0.8999996,0.0,5.2,5.2,11.8,0.0,-51.24,-51.24,-43.300003
129,sj,2010,36,2010-09-10,0.1165833,0.1002833,0.1406833,0.1138167,50.0,85.69143,37.9,17.17,27.1,11.166667,35.4,21.0,15.0,25.351435,26.371424,22.491419,35.85,19.649988,-263.05,2.0,2.0,2.0,2.0,27.1,28.175,28.175,27.4,15.0,8.5,8.5,13.7,37.9,59.06,59.06,7.82,0.0,1.0749989,1.0749989,0.29999924,0.0,-6.5,-6.5,-1.3,0.0,21.16,21.16,-30.080002
130,iq,2010,36,2010-09-10,0.1165833,0.1002833,0.1406833,0.1138167,50.0,85.69143,37.9,17.17,27.1,11.166667,35.4,21.0,15.0,25.351435,26.371424,22.491419,35.85,19.649988,-263.05,2.0,2.0,2.0,2.0,27.1,28.175,28.175,27.4,15.0,8.5,8.5,13.7,37.9,59.06,59.06,7.82,0.0,1.0749989,1.0749989,0.29999924,0.0,-6.5,-6.5,-1.3,0.0,21.16,21.16,-30.080002
131,sj,2010,37,2010-09-17,0.2591667,0.26732,0.2123286,0.3265429,17.7,75.27,16.86,16.134285,28.225,13.175,35.2,21.0,4.1,26.798578,28.200006,21.409998,38.649986,20.550013,-260.5357,2.0,2.0,2.0,2.0,28.225,27.1,27.1,28.175,4.1,15.0,15.0,8.5,16.86,37.9,37.9,59.06,0.0,-1.125,-1.125,-0.050001144,0.0,10.9,10.9,4.4,0.0,21.04,21.04,42.2
132,iq,2010,37,2010-09-17,0.2591667,0.26732,0.2123286,0.3265429,17.7,75.27,16.86,16.134285,28.225,13.175,35.2,21.0,4.1,26.798578,28.200006,21.409998,38.649986,20.550013,-260.5357,2.0,2.0,2.0,2.0,28.225,27.1,27.1,28.175,4.1,15.0,15.0,8.5,16.86,37.9,37.9,59.06,0.0,-1.125,-1.125,-0.050001144,0.0,10.9,10.9,4.4,0.0,21.04,21.04,42.2
133,sj,2010,38,2010-09-24,0.3062143,0.2635857,0.3215429,0.3791714,156.0,85.72,46.96,17.294285,28.866667,13.066667,36.2,19.1,26.9,25.554285,27.264277,22.537134,36.05001,20.550013,-262.52142,2.0,2.0,2.0,2.0,28.866667,28.225,28.225,27.1,26.9,4.1,4.1,15.0,46.96,16.86,16.86,37.9,0.0,-0.6416664,-0.6416664,-1.7666664,0.0,-22.8,-22.8,-11.9,0.0,-30.099998,-30.099998,-9.059998
134,iq,2010,38,2010-09-24,0.3062143,0.2635857,0.3215429,0.3791714,156.0,85.72,46.96,17.294285,28.866667,13.066667,36.2,19.1,26.9,25.554285,27.264277,22.537134,36.05001,20.550013,-262.52142,2.0,2.0,2.0,2.0,28.866667,28.225,28.225,27.1,26.9,4.1,4.1,15.0,46.96,16.86,16.86,37.9,0.0,-0.6416664,-0.6416664,-1.7666664,0.0,-22.8,-22.8,-11.9,0.0,-30.099998,-30.099998,-9.059998
135,sj,2010,39,2010-10-01,0.3867857,0.3726286,0.3796143,0.3973571,13.16,73.512856,28.63,15.804286,28.4,12.666667,35.8,21.2,1.5,26.9143,28.528559,21.094294,38.35,20.149988,-259.90714,2.0,2.0,2.0,2.0,28.4,28.866667,28.866667,28.225,1.5,26.9,26.9,4.1,28.63,46.96,46.96,16.86,0.0,0.46666718,0.46666718,-0.17499924,0.0,25.4,25.4,2.6,0.0,18.33,18.33,-11.769999
136,iq,2010,39,2010-10-01,0.3867857,0.3726286,0.3796143,0.3973571,13.16,73.512856,28.63,15.804286,28.4,12.666667,35.8,21.2,1.5,26.9143,28.528559,21.094294,38.35,20.149988,-259.90714,2.0,2.0,2.0,2.0,28.4,28.866667,28.866667,28.225,1.5,26.9,26.9,4.1,28.63,46.96,46.96,16.86,0.0,0.46666718,0.46666718,-0.17499924,0.0,25.4,25.4,2.6,0.0,18.33,18.33,-11.769999
137,sj,2010,40,2010-10-08,0.30415,0.3368667,0.2538833,0.3275333,249.4,66.31,26.29,15.707143,29.08,14.38,38.4,20.5,14.1,28.7857,30.178583,20.932856,40.950005,21.649988,-259.52142,2.0,2.0,2.0,2.0,29.08,28.4,28.4,28.866667,14.1,1.5,1.5,26.9,26.29,28.63,28.63,46.96,0.0,-0.6800003,-0.6800003,-0.21333313,0.0,-12.6,-12.6,12.8,0.0,2.3399982,2.3399982,20.669998
138,iq,2010,40,2010-10-08,0.30415,0.3368667,0.2538833,0.3275333,249.4,66.31,26.29,15.707143,29.08,14.38,38.4,20.5,14.1,28.7857,30.178583,20.932856,40.950005,21.649988,-259.52142,2.0,2.0,2.0,2.0,29.08,28.4,28.4,28.866667,14.1,1.5,1.5,26.9,26.29,28.63,28.63,46.96,0.0,-0.6800003,-0.6800003,-0.21333313,0.0,-12.6,-12.6,12.8,0.0,2.3399982,2.3399982,20.669998
139,sj,2010,41,2010-10-15,0.3290429,0.2942714,0.3070286,0.3938143,28.5,79.762856,33.49,16.895714,28.65,12.5,35.7,19.8,25.9,26.649988,28.564295,22.162867,37.55001,20.35,-260.83572,2.0,2.0,2.0,2.0,28.65,29.08,29.08,28.4,25.9,14.1,14.1,1.5,33.49,26.29,26.29,28.63,0.0,0.4300003,0.4300003,-0.25,0.0,-11.8,-11.8,-24.4,0.0,-7.200001,-7.200001,-4.8600025
140,iq,2010,41,2010-10-15,0.3290429,0.2942714,0.3070286,0.3938143,28.5,79.762856,33.49,16.895714,28.65,12.5,35.7,19.8,25.9,26.649988,28.564295,22.162867,37.55001,20.35,-260.83572,2.0,2.0,2.0,2.0,28.65,29.08,29.08,28.4,25.9,14.1,14.1,1.5,33.49,26.29,26.29,28.63,0.0,0.4300003,0.4300003,-0.25,0.0,-11.8,-11.8,-24.4,0.0,-7.200001,-7.200001,-4.8600025
141,sj,2010,42,2010-10-22,0.2441286,0.1928833,0.2322286,0.2819286,141.6,87.75285,34.93,17.802856,27.8,13.5,35.0,19.8,8.1,25.707148,28.257135,23.028559,38.249992,20.649988,-260.5357,2.0,2.0,2.0,2.0,27.8,28.65,28.65,29.08,8.1,25.9,25.9,14.1,34.93,33.49,33.49,26.29,0.0,0.8500004,0.8500004,1.2800007,0.0,17.8,17.8,6.0,0.0,-1.4399986,-1.4399986,-8.639999
142,iq,2010,42,2010-10-22,0.2441286,0.1928833,0.2322286,0.2819286,141.6,87.75285,34.93,17.802856,27.8,13.5,35.0,19.8,8.1,25.707148,28.257135,23.028559,38.249992,20.649988,-260.5357,2.0,2.0,2.0,2.0,27.8,28.65,28.65,29.08,8.1,25.9,25.9,14.1,34.93,33.49,33.49,26.29,0.0,0.8500004,0.8500004,1.2800007,0.0,17.8,17.8,6.0,0.0,-1.4399986,-1.4399986,-8.639999
143,sj,2010,43,2010-10-29,0.2396,0.2375286,0.1940714,0.2292,75.1,87.80286,47.9,18.54143,29.133333,11.866667,36.0,21.2,4.0,26.191431,27.542871,23.689997,36.450005,21.35,-263.3643,2.0,2.0,2.0,2.0,29.133333,27.8,27.8,28.65,4.0,8.1,8.1,25.9,47.9,34.93,34.93,33.49,0.0,-1.333334,-1.333334,-0.4833336,0.0,4.1,4.1,21.9,0.0,-12.970001,-12.970001,-14.41
144,iq,2010,43,2010-10-29,0.2396,0.2375286,0.1940714,0.2292,75.1,87.80286,47.9,18.54143,29.133333,11.866667,36.0,21.2,4.0,26.191431,27.542871,23.689997,36.450005,21.35,-263.3643,2.0,2.0,2.0,2.0,29.133333,27.8,27.8,28.65,4.0,8.1,8.1,25.9,47.9,34.93,34.93,33.49,0.0,-1.333334,-1.333334,-0.4833336,0.0,4.1,4.1,21.9,0.0,-12.970001,-12.970001,-14.41
145,sj,2010,44,2010-11-05,0.2840286,0.3218429,0.2682429,0.1984286,85.3,90.64,47.11,19.577143,28.48,13.3,36.0,21.2,46.0,26.447138,28.34286,24.568567,37.249992,22.85,-263.33572,2.0,2.0,2.0,2.0,28.48,29.133333,29.133333,27.8,46.0,4.0,4.0,8.1,47.11,47.9,47.9,34.93,0.0,0.65333366,0.65333366,-0.6800003,0.0,-42.0,-42.0,-37.9,0.0,0.7900009,0.7900009,-12.18
146,iq,2010,44,2010-11-05,0.2840286,0.3218429,0.2682429,0.1984286,85.3,90.64,47.11,19.577143,28.48,13.3,36.0,21.2,46.0,26.447138,28.34286,24.568567,37.249992,22.85,-263.33572,2.0,2.0,2.0,2.0,28.48,29.133333,29.133333,27.8,46.0,4.0,4.0,8.1,47.11,47.9,47.9,34.93,0.0,0.65333366,0.65333366,-0.6800003,0.0,-42.0,-42.0,-37.9,0.0,0.7900009,0.7900009,-12.18
147,sj,2010,45,2010-11-12,0.3561857,0.3933286,0.2812,0.3909286,229.6,84.38571,65.8,17.96,28.8,14.725,37.4,20.0,35.8,26.422846,27.857141,23.094294,38.55001,18.749994,-262.30713,2.0,2.0,2.0,2.0,28.8,28.48,28.48,29.133333,35.8,46.0,46.0,4.0,65.8,47.11,47.11,47.9,0.0,-0.3199997,-0.3199997,0.33333397,0.0,10.2,10.2,-31.8,0.0,-18.690002,-18.690002,-17.900002
148,iq,2010,45,2010-11-12,0.3561857,0.3933286,0.2812,0.3909286,229.6,84.38571,65.8,17.96,28.8,14.725,37.4,20.0,35.8,26.422846,27.857141,23.094294,38.55001,18.749994,-262.30713,2.0,2.0,2.0,2.0,28.8,28.48,28.48,29.133333,35.8,46.0,46.0,4.0,65.8,47.11,47.11,47.9,0.0,-0.3199997,-0.3199997,0.33333397,0.0,10.2,10.2,-31.8,0.0,-18.690002,-18.690002,-17.900002
149,sj,2010,46,2010-11-19,0.1918714,0.2326571,0.2561857,0.1838714,143.1,91.34286,62.56,18.171429,27.35,11.825,35.1,20.5,41.1,25.15713,27.200006,23.328577,36.649986,20.35,-263.50714,2.0,2.0,2.0,2.0,27.35,28.8,28.8,28.48,41.1,35.8,35.8,46.0,62.56,65.8,65.8,47.11,0.0,1.4499989,1.4499989,1.1299992,0.0,-5.3,-5.3,4.9,0.0,3.2400017,3.2400017,-15.450001
150,iq,2010,46,2010-11-19,0.1918714,0.2326571,0.2561857,0.1838714,143.1,91.34286,62.56,18.171429,27.35,11.825,35.1,20.5,41.1,25.15713,27.200006,23.328577,36.649986,20.35,-263.50714,2.0,2.0,2.0,2.0,27.35,28.8,28.8,28.48,41.1,35.8,35.8,46.0,62.56,65.8,65.8,47.11,0.0,1.4499989,1.4499989,1.1299992,0.0,-5.3,-5.3,4.9,0.0,3.2400017,3.2400017,-15.450001
151,sj,2010,47,2010-11-26,0.3294714,0.3875286,0.3104,0.2884857,69.53,93.40714,43.51,18.754286,27.35,12.35,34.4,20.5,40.2,25.06286,26.2857,23.862848,32.649986,21.450006,-265.82144,2.0,2.0,2.0,2.0,27.35,27.35,27.35,28.8,40.2,41.1,41.1,35.8,43.51,62.56,62.56,65.8,0.0,0.0,0.0,1.4499989,0.0,0.9,0.9,-4.4,0.0,19.050003,19.050003,22.290005
152,iq,2010,47,2010-11-26,0.3294714,0.3875286,0.3104,0.2884857,69.53,93.40714,43.51,18.754286,27.35,12.35,34.4,20.5,40.2,25.06286,26.2857,23.862848,32.649986,21.450006,-265.82144,2.0,2.0,2.0,2.0,27.35,27.35,27.35,28.8,40.2,41.1,41.1,35.8,43.51,62.56,62.56,65.8,0.0,0.0,0.0,1.4499989,0.0,0.9,0.9,-4.4,0.0,19.050003,19.050003,22.290005
153,sj,2010,48,2010-12-03,0.1851,0.1840714,0.09825714,0.2526571,58.43,85.288574,42.7,18.412857,28.65,12.55,36.2,20.9,17.0,26.72857,28.835718,23.474298,36.55001,22.249994,-262.09286,2.0,2.0,2.0,1.0,28.65,27.35,27.35,27.35,17.0,40.2,40.2,41.1,42.7,43.51,43.51,62.56,0.0,-1.2999992,-1.2999992,-1.2999992,0.0,23.2,23.2,24.1,0.0,0.80999756,0.80999756,19.86
154,iq,2010,48,2010-12-03,0.1851,0.1840714,0.09825714,0.2526571,58.43,85.288574,42.7,18.412857,28.65,12.55,36.2,20.9,17.0,26.72857,28.835718,23.474298,36.55001,22.249994,-262.09286,2.0,2.0,2.0,1.0,28.65,27.35,27.35,27.35,17.0,40.2,40.2,41.1,42.7,43.51,43.51,62.56,0.0,-1.2999992,-1.2999992,-1.2999992,0.0,23.2,23.2,24.1,0.0,0.80999756,0.80999756,19.86
155,sj,2010,49,2010-12-10,0.2064857,0.2436286,0.2296286,0.2305571,116.57,93.84143,102.94,18.962856,27.08,10.32,34.6,21.4,29.2,25.358576,27.121424,24.048578,35.149986,22.149988,-264.97858,2.0,2.0,2.0,2.0,27.08,28.65,28.65,27.35,29.2,17.0,17.0,40.2,102.94,42.7,42.7,43.51,0.0,1.5699997,1.5699997,0.27000046,0.0,-12.2,-12.2,11.0,0.0,-60.24,-60.24,-59.430004
156,iq,2010,49,2010-12-10,0.2064857,0.2436286,0.2296286,0.2305571,116.57,93.84143,102.94,18.962856,27.08,10.32,34.6,21.4,29.2,25.358576,27.121424,24.048578,35.149986,22.149988,-264.97858,2.0,2.0,2.0,2.0,27.08,28.65,28.65,27.35,29.2,17.0,17.0,40.2,102.94,42.7,42.7,43.51,0.0,1.5699997,1.5699997,0.27000046,0.0,-12.2,-12.2,11.0,0.0,-60.24,-60.24,-59.430004
157,sj,2010,50,2010-12-17,0.3063571,0.2906714,0.3378714,0.3118143,34.23,86.905716,26.86,18.042856,28.766666,13.533334,36.2,21.8,9.2,25.827143,27.40713,23.227137,33.950005,21.950006,-264.20715,2.0,2.0,2.0,2.0,28.766666,27.08,27.08,28.65,9.2,29.2,29.2,17.0,26.86,102.94,102.94,42.7,0.0,-1.6866665,-1.6866665,-0.116666794,0.0,20.0,20.0,7.8,0.0,76.08,76.08,15.84
158,iq,2010,50,2010-12-17,0.3063571,0.2906714,0.3378714,0.3118143,34.23,86.905716,26.86,18.042856,28.766666,13.533334,36.2,21.8,9.2,25.827143,27.40713,23.227137,33.950005,21.950006,-264.20715,2.0,2.0,2.0,2.0,28.766666,27.08,27.08,28.65,9.2,29.2,29.2,17.0,26.86,102.94,102.94,42.7,0.0,-1.6866665,-1.6866665,-0.116666794,0.0,20.0,20.0,7.8,0.0,76.08,76.08,15.84
159,sj,2010,51,2010-12-24,0.2478143,0.1746,0.2196571,0.2418286,19.83,79.94857,39.13,16.404285,28.066668,13.966666,36.2,20.5,7.1,25.929987,27.171442,21.649988,35.450005,21.249994,-263.39285,2.0,2.0,2.0,2.0,28.066668,28.766666,28.766666,27.08,7.1,9.2,9.2,29.2,39.13,26.86,26.86,102.94,0.0,0.69999886,0.69999886,-0.98666763,0.0,2.1,2.1,22.1,0.0,-12.27,-12.27,63.81
160,iq,2010,51,2010-12-24,0.2478143,0.1746,0.2196571,0.2418286,19.83,79.94857,39.13,16.404285,28.066668,13.966666,36.2,20.5,7.1,25.929987,27.171442,21.649988,35.450005,21.249994,-263.39285,2.0,2.0,2.0,2.0,28.066668,28.766666,28.766666,27.08,7.1,9.2,9.2,29.2,39.13,26.86,26.86,102.94,0.0,0.69999886,0.69999886,-0.98666763,0.0,2.1,2.1,22.1,0.0,-12.27,-12.27,63.81
161,sj,2011,52,2011-01-01,0.2775,0.3043667,0.2356556,0.2894333,222.0,96.627144,43.67,17.517143,26.9,8.6,33.2,22.0,54.7,23.421442,24.278559,22.790003,30.649988,21.050013,-268.35,2.0,2.0,2.0,2.0,26.9,28.066668,28.066668,28.766666,54.7,7.1,7.1,9.2,43.67,39.13,39.13,26.86,0.0,1.1666679,1.1666679,1.8666668,0.0,-47.6,-47.6,-45.5,0.0,-4.539997,-4.539997,-16.809998
162,iq,2011,52,2011-01-01,0.2775,0.3043667,0.2356556,0.2894333,222.0,96.627144,43.67,17.517143,26.9,8.6,33.2,22.0,54.7,23.421442,24.278559,22.790003,30.649988,21.050013,-268.35,2.0,2.0,2.0,2.0,26.9,28.066668,28.066668,28.766666,54.7,7.1,7.1,9.2,43.67,39.13,39.13,26.86,0.0,1.1666679,1.1666679,1.8666668,0.0,-47.6,-47.6,-45.5,0.0,-4.539997,-4.539997,-16.809998
163,sj,2011,1,2011-01-08,0.3677429,0.3201429,0.3127714,0.3882571,44.87,80.45286,10.08,16.402857,27.85,12.35,36.0,21.2,0.0,25.725702,27.09286,21.548578,33.749992,20.050013,-262.6357,2.0,2.0,2.0,2.0,27.85,26.9,26.9,28.066668,0.0,54.7,54.7,7.1,10.08,43.67,43.67,39.13,0.0,-0.95000076,-0.95000076,0.21666718,0.0,54.7,54.7,7.1,0.0,33.589996,33.589996,29.050001
164,iq,2011,1,2011-01-08,0.3677429,0.3201429,0.3127714,0.3882571,44.87,80.45286,10.08,16.402857,27.85,12.35,36.0,21.2,0.0,25.725702,27.09286,21.548578,33.749992,20.050013,-262.6357,2.0,2.0,2.0,2.0,27.85,26.9,26.9,28.066668,0.0,54.7,54.7,7.1,10.08,43.67,43.67,39.13,0.0,-0.95000076,-0.95000076,0.21666718,0.0,54.7,54.7,7.1,0.0,33.589996,33.589996,29.050001
